monster_external_id,section,sort_order,name_rusloc,name_engloc,kind,recharge_min,recharge_max,description_rusloc,description_engloc,attack_type,attack_bonus,reach_ft,range_ft,range_long_ft,save_ability,save_dc,feature_key
21239,traits,0,Паучье лазание,Spider Climb,feature,,,"Паучье лазание . Ползающий падальщик может лазать по сложным поверхностям, включая потолки, без совершения проверок характеристик .",,,,,,,,,21239:traits:0
21239,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Ползающий падальщик использует Парализующие щупальца и совершает одну атаку Укусом.,,,,,,,,,21239:actions:0
21239,actions,1,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +4 , досягаемость 5 фт. Попадание : 7 ( 2к4 + 2 ) Колющего урона плюс 3 ( 1к6 ) урона Ядом.",,melee,4,5,,,,,21239:actions:1
21239,actions,2,Парализующие щупальца,Paralyzing Tentacles,save,,,"Парализующие щупальца . Спасбросок Телосложения : Сл 12, одно видимое падальщиком существо в 10 футах. Провал : Цель становится Отравленной иповторяет спасбросок в конце каждого своего хода, оканчивая это состояние при успехе. Через 1 минуту цель автоматически преуспевает в спасброске. Пока цель Отравлена таким образом, она также Парализована .",,,,,,,CONSTITUTION,12,21239:actions:2
21241,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Кентавр совершает две атаки Пикой или Длинным луком в любой комбинации .,,,,,,,,,21241:actions:0
21241,actions,1,Пика,Pike,attack,,,"Пика . Бросок рукопашной атаки : +6 , досягаемость 10 фт. Попадание : 9 ( 1к10 + 4 ) Колющего урона.",,melee,6,10,,,,,21241:actions:1
21241,actions,2,Длинный лук,Longbow,attack,,,"Длинный лук . Бросок дальнобойной атаки : +4 , дистанция 150/600 фт. Попадание : 6 ( 1к8 + 2 ) Колющего урона.",,ranged,4,,150,600,,,21241:actions:2
21241,bonus_actions,0,Затаптывание,Trampling Charge,save,5,6,"Затаптывание ( Перезарядка 5–6 ) . Кентавр перемещается на расстояние вплоть до значения его Скорости , не вызывая Провоцированных атак , и может перемещаться сквозь пространство существ Среднего размера или меньше. Каждое существо, в чьё пространство входит кентавр, становится целью следующего эффекта. Спасбросок Силы : Сл 14. Провал : 7 ( 1к6 + 4 ) Дробящего урона, и цель Опрокидывается .",,,,,,,STRENGTH,14,21241:bonus_actions:0
21242,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Кентавр совершает две атаки Лесным посохом или Солнечным лучом в любой комбинации .,,,,,,,,,21242:actions:0
21242,actions,1,Лесной посох,Forest Staff,attack,,,"Лесной посох . Бросок рукопашной атаки : +7 , досягаемость 5 фт. Попадание : 13 ( 2к8 + 4 ) Дробящего урона плюс 14 ( 4к6 ) урона Ядом.",,melee,7,5,,,,,21242:actions:1
21242,actions,2,Солнечный луч,Sun Ray,attack,,,"Солнечный луч . Бросок дальнобойной атаки : +7 , дистанция 90 фт. Попадание : 14 ( 3к6 + 4 ) урона Излучением, и цель Ослеплена до начала следующего хода кентавра.",,ranged,7,,90,,,,21242:actions:2
21242,actions,3,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Кентавр сотворяет одно из следующих заклинаний (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 15): Неограниченно : Искусство друидов , Разговор с животными",,,,,,,,,21242:actions:3
21242,bonus_actions,0,Опутывающий проход,Entangling Trail,save,5,6,"Опутывающий проход ( Перезарядка 5–6 ) . Кентавр перемещается на расстояние вплоть до своей Скорости , не вызывая Провоцированных атак . Каждое существо в пределах 5 футов от перемещающегося кентавра становится целью следующего эффекта. Спасбросок Силы : Сл 15. Провал : 11 ( 2к6 + 4 ) Дробящего урона, и цель Опутана до конца своего следующего хода.",,,,,,,STRENGTH,15,21242:bonus_actions:0
21243,traits,0,Восстановление дьявола,Diabolical Restoration,feature,,,"Восстановление дьявола . Когда дьявол умирает за пределами Девяти Преисподних, его тело превращается в сернистое облако и в тот же миг заново возрождается со всеми Хитами где-то в Девяти Преисподних.",,,,,,,,,21243:traits:0
21243,traits,1,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Дьявол совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21243:traits:1
21243,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Дьявол совершает две атаки Цепью и использует Инфернальные оковы .,,,,,,,,,21243:actions:0
21243,actions,1,Цепь,Chain,attack,,,"Цепь . Бросок рукопашной атаки : +7 , досягаемость 10 фт. Попадание : 11 ( 2к6 + 4 ) Рубящего урона. Если цель — существо Большого размера или меньше, она становится Схваченной (Сл освобождения от захвата 14) одной из двух цепей; пока длится захват, она также Опутана .",,melee,7,10,,,,,21243:actions:1
21243,actions,2,Инфернальные оковы,Conjure Infernal Chain,save,,,"Инфернальные оковы . Дьявол сотворяет на существе оковы из огненных цепей. Спасбросок Ловкости : Сл 15, одно видимое дьяволом в пределах 60 футов существо . Провал : 9 ( 2к4 + 4 ) урона Огнём, и цель становится Опутанной до конца следующего хода дьявола, после чего цепиисчезают. Если цель Большого размера или меньше, дьявол перемещает цель по прямой к себе на расстояние вплоть до 30 футов. Успех : Цепи исчезают.",,,,,,,DEXTERITY,15,21243:actions:2
21243,reactions,0,,,feature,,,"Тревожный взгляд . Условие : Видимое дьяволом существо начинает свой ход в 30 футах от дьявола и видит его. Эффект — Спасбросок Мудрости : Сл 15, вызвавшее ответ существо. Провал : Цель становится Испуганной до конца своего хода. Успех : Цель становится невосприимчива к Тревожному взгляду этого дьявола на 24 часа.",,,,,,,,,21243:reactions:0
21244,traits,0,Восстановление демона,Demonic Restoration,feature,,,"Восстановление демона . Когда чазм умирает за пределами Бездны, его тело растворяется в ихоре и в тот же миг заново возрождается со всеми Хитами где-то в Бездне.",,,,,,,,,21244:traits:0
21244,traits,1,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Чазм совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21244:traits:1
21244,traits,2,Паучье лазание,Spider Climb,feature,,,"Паучье лазание . Чазм может лазать по сложным поверхностям, включая потолки, без совершения проверок характеристик .",,,,,,,,,21244:traits:2
21244,actions,0,Хоботок,Proboscis,attack,,,"Хоботок . Бросок рукопашной атаки : +5 , досягаемость 5 фт. Попадание : 16 ( 4к6 + 2 ) Колющего урона плюс 21 ( 6к6 ) Некротического урона. Если цель — существо, её максимум Хитов снижается на число, равное полученному Некротическому урону.",,melee,5,5,,,,,21244:actions:0
21244,bonus_actions,0,Гул,Drone,save,,,"Гул . Спасбросок Телосложения : Сл 12, каждое существо в 30-футовой Эманации , исходящей от чазма (демоны преуспевают в этом спасброске автоматически). Провал : Цель становится Бессознательной и повторяет спасбросок в конце каждого своего хода. Цель преуспевает автоматически спустя 10 минут либо если получает урон или существо в пределах 5 футов от неё действием опорожнит флягу Святой воды на неё. Успех : Цель становится невосприимчива к Гулу этого чазма на 24 часа.",,,,,,,CONSTITUTION,12,21244:bonus_actions:0
21245,actions,0,Мультиатака,Multiattack,feature,,,"Мультиатака . Химера совершает одну атаку Тараном, одну атаку Укусом и одну атаку Когтями. Она может заменить атаку Когтями использованием Огненного дыхания , если оно доступно.",,,,,,,,,21245:actions:0
21245,actions,1,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +7 , досягаемость 5 фт. Попадание : 11 ( 2к6 + 4 ) Колющего урона, или 18 ( 4к6 + 4 ) Колющего урона, если атака совершалась с Преимуществом .",,melee,7,5,,,,,21245:actions:1
21245,actions,2,Когти,Claw,attack,,,"Когти . Бросок рукопашной атаки : +7 , досягаемость 5 фт. Попадание : 7 ( 1к6 + 4 ) Рубящего урона.",,melee,7,5,,,,,21245:actions:2
21245,actions,3,Таран,Ram,attack,,,"Таран . Бросок рукопашной атаки : +7 , досягаемость 5 фт. Попадание : 10 ( 1к12 + 4 ) Дробящего урона. Если цель Среднего размера или меньше, она становится Опрокинутой .",,melee,7,5,,,,,21245:actions:3
21245,actions,4,Огненное дыхание,Fire Breath,save,5,6,"Огненное дыхание ( Перезарядка 5–6 ) . Спасбросок Ловкости : Сл 15, каждое существо в 15-футовом Конусе . Провал : 31 ( 7к8 ) урона Огнём. Успех : Только половина урона.",,,,,,,DEXTERITY,15,21245:actions:4
21246,traits,0,Амфибия,Amphibious,feature,,,"Амфибия . Чууль может дышать как воздухом, так и под водой.",,,,,,,,,21246:traits:0
21246,traits,1,Чувство магии,Sense Magic,feature,,,"Чувство магии . Чууль чувствует магию в пределах 120 футов от себя. Во всём остальном эта особенность работает как заклинание Обнаружение магии , но не имеет магической природы.",,,,,,,,,21246:traits:1
21246,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Чууль делает две атаки Клешнёй и использует Парализующие щупальца .,,,,,,,,,21246:actions:0
21246,actions,1,Клешня,Pincer,attack,,,"Клешня . Бросок рукопашной атаки : +6 , досягаемость 10 фт. Попадание : 9 ( 1к10 + 4 ) Дробящего урона. Если цель — существо Большого размера или меньше, она получает состояние Схваченный (Сл освобождения от захвата 14) от одной из двух клешней.",,melee,6,10,,,,,21246:actions:1
21246,actions,2,Парализующие щупальца,Paralyzing Tentacles,save,,,"Парализующие щупальца . Спасбросок Телосложения : Сл 13, одно Схваченное чуулем существо. Провал : Цель получает состояние Отравленный и повторяет спасбросок в конце каждого своего хода, при успехе оканчивая на себе этот эффект. Через 1 минуту цель автоматически преуспеет в этом спасброске. Пока у цели есть состояние Отравленный, у неё также есть состояние Парализованный .",,,,,,,CONSTITUTION,13,21246:actions:2
21247,traits,0,Поглощение кислоты,Acid Absorption,feature,,,"Поглощение кислоты . Каждый раз, когда голем должен получить урон Кислотой, он не получает урон и вместо этого восстанавливает Хиты в количестве, равном наносимому урону Кислотой.",,,,,,,,,21247:traits:0
21247,traits,1,Берсерк,Berserk,feature,,,"Берсерк . Каждый раз, когда голем начинает свой ход Окровавленным , бросьте 1к6 . При результате 6 голем впадает в состояние берсерка. В каждый свой ход, пока голем в состоянии берсерка, он атакует ближайшее существо, которое видит. Если поблизости нет существа, к которому можно переместиться и атаковать, голем атакует объект. Голем остаётся в состоянии берсерка, пока его не уничтожат либо пока он Окровавлен .",,,,,,,,,21247:traits:1
21247,traits,2,,,feature,,,,,,,,,,,,21247:traits:2
21247,traits,3,Неизменяемая форма,Immutable Form,feature,,,Неизменяемая форма . Голем не может перевоплощаться и быть перевоплощён .,,,,,,,,,21247:traits:3
21247,traits,4,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Голем совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21247:traits:4
21247,actions,0,Мультиатака,Multiattack,feature,,,"Мультиатака . Голем совершает две атаки Размашистым ударом или три атаки Размашистым ударом , если он использует Спешку в этом ходу.",,,,,,,,,21247:actions:0
21247,actions,1,Размашистый удар,Slam,attack,,,"Размашистый удар . Бросок рукопашной атаки : +9 , досягаемость 5 фт. Попадание : 10 ( 1к10 + 5 ) Дробящего урона плюс 6 ( 1к12 ) урона Кислотой, и максимум Хитов цели снижается на значение, равное полученному урону Кислотой.",,melee,9,5,,,,,21247:actions:1
21247,bonus_actions,0,Спешка,Hasten,feature,5,6,Спешка ( Перезарядка 5–6 ) . Голем совершает действие Рывок и Отход .,,,,,,,,,21247:bonus_actions:0
21248,traits,0,Чувствительность к свету,Light Sensitivity,feature,,,"Чувствительность к свету . Находясь на Ярком свету , плащевик совершает с Помехой все проверки характеристик и броски атаки .",,,,,,,,,21248:traits:0
21248,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Плащевик совершает одну атаку Прикреплением и две атаки Хвостом.,,,,,,,,,21248:actions:0
21248,actions,1,Прикрепление,Attach,attack,,,"Прикрепление . Бросок рукопашной атаки : +6 , досягаемость 5 фт. Попадание : 13 ( 3к6 + 3 ) Колющего урона. Если цель — существо Большого размера или меньше, плащевик прикрепляется к ней. Пока плащевик прикреплён к цели, она получает состояние Ослеплённый , а плащевик не может совершать атаки Прикреплением против других целей. Вдобавок к этому плащевик ополовинивает получаемый им урон (округляя вниз), а цель получает то же количество урона. Плащевик может открепиться, потратив 5 футов перемещения. Существо может действием совершить проверку Силы ( Атлетика ) Сл 14, чтобы открепить плащевика от себя или от другого существа в пределах 5 футов от себя.",,melee,6,5,,,,,21248:actions:1
21248,actions,2,Хвост,Tail,attack,,,"Хвост . Бросок рукопашной атаки : +6 , досягаемость 10 фт. Попадание : 8 ( 1к10 + 3 ) Рубящего урона.",,melee,6,10,,,,,21248:actions:2
21248,bonus_actions,0,Стон,Moan,save,,,"Стон . Спасбросок Мудрости : Сл 13, каждое существо в 60-футовой Эманации , исходящей от плащевика. Провал : Цель получает состояние Испуганный до конца следующего хода плащевика. Успех : Цель получает иммунитет к Стону плащевика на следующие 24 часа.",,,,,,,WISDOM,13,21248:bonus_actions:0
21248,bonus_actions,1,Фантазмы,Phantasms,feature,,,"Фантазмы (Перезарядка после Долгого или Короткого отдыха) . Плащевик сотворяет заклинание Отражения , не требуя компонентов (заклинательная характеристика — Мудрость). Заклинание оканчивается преждевременно, если плащевик начинает или заканчивает свой ход, находясь на Ярком свету .",,,,,,,,,21248:bonus_actions:1
21249,actions,0,Мультиатака,Multiattack,feature,,,"Мультиатака . Великан совершает две атаки Громовой булавой или Грозовым облаком в любой комбинации . Он может заменить одну из этих атак использованием Сотворения заклинаний , сотворяя Туманное облако .",,,,,,,,,21249:actions:0
21249,actions,1,Громовая булава,Thunderous Mace,attack,,,"Громовая булава . Бросок рукопашной атаки : +12 , досягаемость 10 фт. Попадание : 21 ( 3к8 + 8 ) Дробящего урона плюс 7 ( 2к6 ) урона Звуком.",,melee,12,10,,,,,21249:actions:1
21249,actions,2,Грозовое облако,Thundercloud,attack,,,"Грозовое облако . Бросок дальнобойной атаки : +12 , дистанция 240 фт. Попадание : 18 ( 3к6 + 8 ) урона Звуком, и цель становится Недееспособной до конца её следующего хода.",,ranged,12,,240,,,,21249:actions:2
21249,actions,3,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Великан сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Харизма, Сл спасброска заклинаний 15): Неограниченно : Обнаружение магии , Свет , Туманное облако 1/день каждое : Власть над погодой , Газообразная форма , Телекинез",,,,,,,,,21249:actions:3
21249,bonus_actions,0,Туманный шаг,Misty Step,feature,,,"Туманный шаг . Великан сотворяет заклинание Туманный шаг (заклинательная характеристика — та же, что для Сотворения заклинаний ).",,,,,,,,,21249:bonus_actions:0
21250,traits,0,Облёт,Flyby,feature,,,"Облёт . Куролиск не вызывает Провоцированных атак , когда вылетает из вражеской досягаемости.",,,,,,,,,21250:traits:0
21250,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Куролиск совершает одну атаку Окаменяющим укусом и две атаки Когтями.,,,,,,,,,21250:actions:0
21250,actions,1,Окаменяющий клевок,Petrifying Bite,attack,,,"Окаменяющий клевок . Бросок рукопашной атаки : +7 , досягаемость 5 фт. Попадание : 13 ( 2к8 + 4 ) Колющего урона. Если цель — существо, оно подвергается следующему эффекту. Спасбросок Телосложения : Сл 14. Первый провал : Цель становится Опутанной . Цель повторяет спасбросок в конце своего следующего хода, если она всё ещё Опутана таким образом, оканчивая этот эффект при успехе. Второй провал : Цель перестаёт быть Опутаннойи становится Окаменевшей на 24 часа.",,melee,7,5,,,,,21250:actions:1
21250,actions,2,Когти,Talons,attack,,,"Когти . Бросок рукопашной атаки : +7 , досягаемость 5 фт. Попадание : 18 ( 4к6 + 4 ) Рубящего урона.",,melee,7,5,,,,,21250:actions:2
21250,reactions,0,,,feature,,,"Магическая отдача . Условие : Существо в пределах 120 футов от куролиска наносит ему урон. Эффект — Спасбросок Ловкости : Сл 14, наносящее этот урон существо. Провал : 13 ( 3к6 + 3 ) Силового урона.",,,,,,,,,21250:reactions:0
21251,actions,0,Окаменяющий клевок,Petrifying Bite,attack,,,"Окаменяющий клевок . Бросок рукопашной атаки : +3 , досягаемость 5 фт. Попадание : 3 ( 1к4 + 1 ) Колющего урона. Если цель является существом, она подвергается следующим эффектам: Спасбросок Телосложения : Сл 11. Первый провал : Цель получает состояние Опутанный . Цель повторяет спасбросок в конце своего следующего хода, если она всё ещё Опутана таким образом, оканчивая эффект на себе при успехе. Второй провал : Цель получает состояние Окаменевший вместо состояния Опутанный на 24 часа.",,melee,3,5,,,,,21251:actions:0
21252,traits,0,Неизменяемая форма,Immutable Form,feature,,,Неизменяемая форма . Колосс не может перевоплощаться и быть перевоплощён .,,,,,,,,,21252:traits:0
21252,traits,1,Легендарное сопротивление,Legendary Resistance,feature,,,"Легендарное сопротивление (4/день) . Если колосс проваливает спасбросок, он вместо этого может в нём преуспеть.",,,,,,,,,21252:traits:1
21252,traits,2,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Колосс совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21252:traits:2
21252,traits,3,Осадное чудовище,Siege Monster,feature,,,Осадное чудовище . Колосс наносит двойной урон предметам и постройкам.,,,,,,,,,21252:traits:3
21252,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Колосс совершает три атаки Размашистым ударом или Сияющим лучом в любой комбинации .,,,,,,,,,21252:actions:0
21252,actions,1,Размашистый удар,Slam,attack,,,"Размашистый удар . Бросок рукопашной атаки : +18 , досягаемость 20 фт. Попадание : 32 ( 4к10 + 10 ) Дробящего урона, и колосс отталкивает цель от себя по прямой на расстояние вплоть до 20 футов.",,melee,18,20,,,,,21252:actions:1
21252,actions,2,Сияющий луч,Radiant Ray,attack,,,"Сияющий луч . Бросок дальнобойной атаки : +18 , дистанция 300 фт. Попадание : 22 ( 4к10 ) урона Излучением. Если цель — существо Большого размера или меньше, она Опрокидывается .",,ranged,18,,300,,,,21252:actions:2
21252,actions,3,Божественный поток,Divine Beam,save,5,6,"Божественный поток ( Перезарядка 5–6 ) . Спасбросок Ловкости : Сл 26, каждое существо в Линии длиной 300 футов и шириной 10 футов. Провал : 65 ( 10к12 ) урона Излучением. Успех : Только половина урона. Провал или успех : Если поток уменьшает Хиты существа до 0, оно рассыпается в пыль и оставляет после себя любые магические предметы, которое оно носит или несёт.",,,,,,,DEXTERITY,26,21252:actions:3
21252,legendary_actions,0,Кара,Smite,feature,,,Кара . Колосс совершает одну атаку Сияющим лучом .,,,,,,,,,21252:legendary_actions:0
21252,legendary_actions,1,Растаптывание,Stomp,feature,,,"Растаптывание . Колосс перемещается на расстояние вплоть до половины своей Скорости , не Провоцируя атаки , и совершает одну атаку Размашистым ударом в любой момент этого перемещения.",,,,,,,,,21252:legendary_actions:1
21253,traits,0,Обученность,Training,feature,,,"Обученность . У обывателя есть владение одним навыком на выбор Мастера, и он совершает с Преимуществом проверки характеристик с этим навыком.",,,,,,,,,21253:traits:0
21253,actions,0,Дубинка,Club,attack,,,"Дубинка . Бросок рукопашной атаки : +2 , досягаемость 5 фт. Попадание : 2 ( 1к4 ) Дробящего урона.",,melee,2,5,,,,,21253:actions:0
21255,actions,0,Раздирание,Rend,attack,,,"Раздирание . Бросок рукопашной атаки : +4 , досягаемость 5 фт. Попадание : 7 ( 1к10 + 2 ) Рубящего урона.",,melee,4,5,,,,,21255:actions:0
21255,actions,1,Кислотное дыхание,Acid Breath,save,5,6,"Кислотное дыхание ( Перезарядка 5–6 ) . Спасбросок Ловкости : Сл 11, каждое существо в Линии длиной 20 футов и шириной 5 футов. Провал : 18 ( 4к8 ) урона Кислотой. Успех : Только половина урона.",,,,,,,DEXTERITY,11,21255:actions:1
21255,actions,2,Замедляющее дыхание,Slowing Breath,save,,,"Замедляющее дыхание . Спасбросок Телосложения : Сл 11, каждое существо в 15-футовом Конусе . Провал : Цель не может совершать Реакции ,её Скорость уменьшена вдвое, а в свой ход она может совершить только действие или Бонусное действие , но не то и другое. Этот эффект длится до конца следующего хода цели.",,,,,,,CONSTITUTION,11,21255:actions:2
21256,traits,0,Защищённое сознание,Shielded Mind,feature,,,"Защищённое сознание . Мысли коатля нельзя прочитать никоим образом, а другие существа могут общаться с ним телепатически, только если он позволяет.",,,,,,,,,21256:traits:0
21256,actions,0,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +7 , досягаемость 5 фт. Попадание : 11 ( 1к12 + 5 ) Колющего урона и цель Отравлена до конца следующего хода коатля.",,melee,7,5,,,,,21256:actions:0
21256,actions,1,Сдавливание,Constrict,save,,,"Сдавливание . Спасбросок Силы : Сл 15, одно видимое коатлем существо Среднего размера или меньше в 5 футах. Провал : 8 ( 1к6 + 5 ) Дробящего урона. Цель становится Схваченной (Сл высвобождения от захвата 13); пока захват не окончен, она также Опутана .",,,,,,,STRENGTH,15,21256:actions:1
21256,actions,2,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Коатль сотворяет одно из следующих заклинаний (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 15): Неограниченно : Обнаружение зла и добра , Обнаружение магии , Обнаружение мыслей , Преображение (только облик Зверя или Гуманоида; без получения Временных хитов от заклинания; без Концентрации ; без необходимости сохранять Временные хиты для поддержания заклинания) 1/день каждое : Высшее восстановление , Грёзы , Наблюдение , Сотворение пищи и воды , Усыпление",,,,,,,,,21256:actions:2
21256,bonus_actions,0,Божественная помощь,Divine Aid,feature,,,"Божественная помощь (2/день) . Коатль сотворяет Благословение , Малое восстановление или Убежище , не нуждаясь в компонентах (заклинательная характеристика — та же, что для Сотворения заклинаний ).",,,,,,,,,21256:bonus_actions:0
21257,traits,0,Амфибия,Amphibious,feature,,,"Амфибия . Краб может дышать как воздухом, так и под водой.",,,,,,,,,21257:traits:0
21257,actions,0,Клешня,Claw,attack,,,"Клешня . Бросок рукопашной атаки : +2 , досягаемость 5 фт. Попадание : 1 Дробящего урона.",,melee,2,5,,,,,21257:actions:0
21258,actions,0,Удар,Slam,attack,,,"Удар . Бросок рукопашной атаки : +3 , досягаемость 5 фт. Попадание : 2 Некротического урона.",,melee,3,5,,,,,21258:actions:0
21260,actions,0,Клинок договора,Pact Blade,attack,,,"Клинок договора . Бросок рукопашной атаки : +4 , досягаемость 5 фт. Попадание : 6 ( 1к8 + 2 ) Рубящего урона плюс 7 ( 2к6 ) Некротического урона.",,melee,4,5,,,,,21260:actions:0
21260,actions,1,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Культист сотворяет одно из следующих заклинаний (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 12, +4 к попаданию атак заклинаний): Неограниченно : Свет , Чудотворство 2/день : Приказ 1/день : Удержание личности",,,,,,,,,21260:actions:1
21260,bonus_actions,0,Духовное оружие,Spiritual Weapon,feature,,,"Духовное оружие (2/день) . Культист сотворяет заклинание Духовное оружие (заклинательная характеристика — та же, что для Сотворения заклинаний ).",,,,,,,,,21260:bonus_actions:0
21261,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Культист совершает три атаки Клинком договора или Сияющим лучом в любой комбинации .,,,,,,,,,21261:actions:0
21261,actions,1,Клинок договора,Pact Blade,attack,,,"Клинок договора . Бросок рукопашной атаки : +9 , досягаемость 5 фт. Попадание : 12 ( 2к6 + 5 ) Рубящего урона плюс 18 ( 4к8 ) урона Излучением.",,melee,9,5,,,,,21261:actions:1
21261,actions,2,Сияющий луч,Radiant Ray,attack,,,"Сияющий луч . Бросок дальнобойной атаки : +9 , дистанция 120 фт. Попадание : 31 ( 4к12 + 5 ) урона Излучением.",,ranged,9,,120,,,,21261:actions:2
21261,actions,3,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Культист сотворяет одно из следующих заклинаний (заклинательная характеристика — Харизма, Сл спасброска заклинаний 17): Неограниченно : Чудотворство 1/день каждое : Множественное внушение , Сияющий шторм Джалларзи ( версия 7-го уровня )",,,,,,,,,21261:actions:3
21262,actions,0,Ритуальный серп,Ritual Sickle,attack,,,"Ритуальный серп . Бросок рукопашной атаки : +3 , досягаемость 5 фт. Попадание : 3 ( 1к4 + 1 ) Рубящего урона плюс 1 Некротического урона.",,melee,3,5,,,,,21262:actions:0
21263,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Циклоп совершает три атаки Лучистым ударом или Вспышкой света в любой комбинации .,,,,,,,,,21263:actions:0
21263,actions,1,Лучистый удар,Radiant Strike,attack,,,"Лучистый удар . Бросок рукопашной атаки : +10 , досягаемость 10 фт. Попадание : 22 ( 3к10 + 6 ) урона Излучением.",,melee,10,10,,,,,21263:actions:1
21263,actions,2,Вспышка света,Flash of Light,attack,,,"Вспышка света . Бросок дальнобойной атаки : +10 , дистанция 120 фт. Попадание : 17 ( 2к10 + 6 ) урона Излучением, и цель совершает с Помехой броски атаки до конца следующего хода циклопа.",,ranged,10,,120,,,,21263:actions:2
21263,actions,3,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Циклоп оракул сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 16): 2/день каждое : Магический глаз , Обнаружение магии , Поиск объекта 1/день : Знание легенд",,,,,,,,,21263:actions:3
21263,reactions,0,,,feature,4,6,"Предзнаменование ( Перезарядка 4–6 ) . Условие : Циклоп или видимый им союзник совершает Тест к20 . Эффект : Циклоп бросает 1к20 и решает, использовать ли новый бросок вместо прежнего результата для Теста к20 .",,,,,,,,,21263:reactions:0
21264,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Циклоп совершает две атаки Каменной дубиной или Валуном в любой комбинации .,,,,,,,,,21264:actions:0
21264,actions,1,Каменная дубина,Stone Club,attack,,,"Каменная дубина . Бросок рукопашной атаки : +9 , досягаемость 10 фт. Попадание : 16 ( 3к6 + 6 ) Дробящего урона. Если цель — существо Огромного размера или меньше, она становится Опрокинутой .",,melee,9,10,,,,,21264:actions:1
21264,actions,2,Валун,Rock,attack,,,"Валун . Бросок дальнобойной атаки : +9 , дистанция 30/120 фт. Попадание : 22 ( 3к10 + 6 ) Дробящего урона.",,ranged,9,,30,120,,,21264:actions:2
21264,reactions,0,,,feature,6,6,"Ограниченное предвидение ( Перезарядка 6 ) . Условие : По циклопу совершает бросок атаки видимое им существо. Эффект : Этот бросок атаки совершается с Помехой , а циклоп получает Преимущество на броски атаки против цели до конца следующего хода циклопа.",,,,,,,,,21264:reactions:0
21265,traits,0,Скольжение сквозь твердь,Earth Glide,feature,,,"Скольжение сквозь твердь . Дао может перемещаться сквозь немагические необработанные землю и камень. При этом дао не тревожит материю, через которую перемещается.",,,,,,,,,21265:traits:0
21265,traits,1,Восстановление элементаля,Elemental Restoration,feature,,,"Восстановление элементаля . Когда дао умирает за пределами Стихийного плана Земли, его тело превращается в грязь и спустя 1к4 дня заново возрождается со всеми Хитами где-то на плане Земли.",,,,,,,,,21265:traits:1
21265,traits,2,,,feature,,,,,,,,,,,,21265:traits:2
21265,traits,3,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Дао совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21265:traits:3
21265,traits,4,Желания,Wishes,feature,,,"Желания . Дао с 30-процентным шансом известно заклинание Желание . Если оно известно дао, он может сотворить заклинание только от имени другого существа (кроме гениев), если то сообщит ему желание понятным для дао способом. Сотворение Желания таким образом не накладывает на дао негативные эффекты, указанные в последнем параграфе описания заклинания. После того, как дао сотворит это заклинание три раза, он не может сделать это снова, пока не истечёт 365 дней.",,,,,,,,,21265:traits:4
21265,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Дао совершает три атаки Земляным молотом или две атаки Взрывом земли .,,,,,,,,,21265:actions:0
