source_external_id,slug,name_rusloc,name_engloc,alignment_code,size,size_secondary,is_swarm,swarm_size,armor_class,armor_class_text,initiative_bonus,initiative_score,hp_average,hp_dice_count,hp_dice_sides,hp_dice_modifier,hp_formula,str_score,dex_score,con_score,int_score,wis_score,cha_score,passive_perception,telepathy_ft,cr_rating,cr_value,xp_base,xp_lair,proficiency_bonus,legendary_uses_base,legendary_uses_lair,legendary_text,lore_text,campaign_id,homebrew_id
21260,cultist-fanatic,Культист фанатик,Cultist Fanatic,neutral,MEDIUM,SMALL,false,,13,,2,12,44,8,8,8,8к8+8,11,14,12,10,14,13,12,,2,2,450,,2,,,,,,
21261,cultist-hierophant,Культист иерофант,Cultist Hierophant,neutral,MEDIUM,SMALL,false,,16,,8,18,144,17,8,68,17к8+68,14,18,18,13,16,20,17,,10,10,5900,,4,,,,,,
21262,cultist,Культист,Cultist,neutral,MEDIUM,SMALL,false,,12,,1,11,9,2,8,0,2к8,11,12,10,10,11,10,10,,1/8,0.125,25,,2,,,,,,
21263,cyclops-oracle,Циклоп оракул,Cyclops Oracle,chaotic_neutral,HUGE,,false,,16,,8,18,207,18,12,90,18к12+90,22,11,20,16,18,10,22,,10,10,5900,,4,,,,,,
21264,cyclops-sentry,Циклоп дозорный,Cyclops Sentry,chaotic_neutral,HUGE,,false,,14,,0,10,138,12,12,60,12к12+60,22,11,20,8,6,10,8,,6,6,2300,,3,,,,,,
21265,dao,Дао,Dao,neutral,LARGE,,false,,18,,1,11,200,16,10,112,16к10+112,23,12,24,12,13,18,11,,11,11,7200,,4,,,,,,
21266,darkmantle,Тёмная мантия,Darkmantle,unaligned,SMALL,,false,,11,,3,13,22,5,6,5,5к6+5,16,12,13,2,10,5,10,,1/2,0.5,100,,2,,,,,,
21267,death-cultist,Последователь культа смерти,Death Cultist,neutral_evil,MEDIUM,SMALL,false,,17,,4,14,127,15,8,60,15к8+60,19,12,18,12,16,14,16,,8,8,3900,,3,,,,,,
21268,death-dog,Пёс смерти,Death Dog,neutral_evil,MEDIUM,,false,,12,,2,12,39,6,8,12,6к8+12,15,14,14,3,13,6,15,,1,1,200,,2,,,,,,
21269,death-knight-aspirant,Апостол рыцаря смерти,Death Knight Aspirant,chaotic_evil,MEDIUM,SMALL,false,,20,,4,14,178,21,8,84,21к8+84,20,10,18,10,12,16,11,,11,11,7200,,4,,,,,,
21270,death-knight,Рыцарь смерти,Death Knight,chaotic_evil,MEDIUM,SMALL,false,,20,,12,22,199,21,8,105,21к8+105,20,11,20,12,16,18,13,,17,17,18000,,6,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21271,death-slaad,Смертельный слаад,Death Slaad,chaotic_evil,MEDIUM,,false,,18,,10,20,178,21,8,84,21к8+84,20,15,19,15,10,19,18,60,10,10,5900,,4,,,,,,
21272,death-tyrant,Тиран смерти,Death Tyrant,lawful_evil,LARGE,,false,,19,,12,22,195,26,10,52,26к10+52,18,14,14,19,15,19,22,,14,14,11500,13000,5,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21273,deer,Олень,Deer,unaligned,MEDIUM,,false,,13,,3,13,4,1,8,0,1к8,11,16,11,2,14,5,14,,0,0,10,,2,,,,,,
21274,demilich,Демилич,Demilich,neutral_evil,TINY,,false,,20,,17,27,180,72,4,0,72к4,1,20,10,20,17,20,13,,18,18,20000,22000,6,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21275,deva,Дэв,Deva,lawful_good,MEDIUM,,false,,17,,4,14,229,27,8,108,27к8+108,18,18,18,17,20,20,19,120,10,10,5900,,4,,,,,,
21277,dire-worg,Лютый ворг,Dire Worg,neutral_evil,HUGE,,false,,16,,2,12,147,14,12,56,14к12+56,22,14,18,7,16,8,21,,10,10,5900,,4,,,,,,
21278,displacer-beast,Ускользающий зверь,Displacer Beast,lawful_evil,LARGE,,false,,13,,4,14,76,9,10,27,9к10+27,18,15,16,6,12,8,11,,3,3,700,,2,,,,,,
21279,djinni,Джинн,Djinni,neutral,LARGE,,false,,17,,2,12,218,19,10,114,19к10+114,21,15,22,15,16,20,13,,11,11,7200,,4,,,,,,
21280,doppelganger,Доппельгангер,Doppelganger,neutral,MEDIUM,,false,,14,,4,14,52,8,8,16,8к8+16,11,18,14,11,12,14,11,,3,3,700,,2,,,,,,
21281,dracolich,Драколич,Dracolich,lawful_evil,HUGE,GARGANTUAN,false,,20,,12,22,225,18,12,108,18к12+108,25,10,23,19,15,21,24,,17,17,18000,20000,6,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21283,dragon-turtle,Драконочерепаха,Dragon Turtle,neutral,GARGANTUAN,,false,,20,,6,16,356,23,20,115,23к20+115,25,10,20,10,12,12,11,,17,17,18000,,6,,,,,,
21284,dretch,Дретч,Dretch,chaotic_evil,SMALL,,false,,11,,0,10,18,4,6,4,4к6+4,12,11,12,5,8,3,9,60,1/4,0.25,50,,2,,,,,,
21285,drider,Драук,Drider,chaotic_evil,LARGE,,false,,19,,4,14,123,13,10,52,13к10+52,16,19,18,13,16,12,16,,6,6,2300,,3,,,,,,
21286,druid,Друид,Druid,neutral,MEDIUM,SMALL,false,,13,,1,11,44,8,8,8,8к8+8,10,12,13,12,16,11,15,,2,2,450,,2,,,,,,
21287,dryad,Дриада,Dryad,neutral,MEDIUM,,false,,16,,1,11,22,5,8,0,5к8,10,12,11,14,15,18,14,,1,1,200,,2,,,,,,
21288,dust-mephit,Пылевой мефит,Dust Mephit,neutral_evil,SMALL,,false,,12,,2,12,17,5,6,0,5к6,5,14,10,9,11,10,12,,1/2,0.5,100,,2,,,,,,
21289,eagle,Орёл,Eagle,unaligned,SMALL,,false,,12,,2,12,4,1,6,1,1к6+1,6,15,12,2,14,7,16,,0,0,10,,2,,,,,,
21290,earth-elemental,Земляной элементаль,Earth Elemental,neutral,LARGE,,false,,17,,-1,9,147,14,10,70,14к10+70,20,8,20,5,10,5,10,,5,5,1800,,3,,,,,,
21291,efreeti,Ифрит,Efreeti,neutral,LARGE,,false,,17,,1,11,212,17,10,119,17к10+119,22,12,24,16,15,19,12,,11,11,7200,,4,,,,,,
21292,elemental-cataclysm,Стихийный катаклизм,Elemental Cataclysm,chaotic_neutral,GARGANTUAN,,false,,20,,18,28,370,20,20,160,20к20+160,26,19,27,9,14,9,12,,22,22,41000,,7,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21293,elemental-cultist,Последователь культа стихии,Elemental Cultist,chaotic_evil,MEDIUM,SMALL,false,,16,,4,14,135,18,8,54,18к8+54,18,12,16,14,18,12,17,,8,8,3900,,3,,,,,,
21296,empyrean-iota,Йота эмпирея,Empyrean Iota,neutral,MEDIUM,,false,,13,,2,12,22,5,8,0,5к8,1,14,10,15,16,16,15,,1,1,200,,2,,,,,,
21297,empyrean,Эмпирей,Empyrean,neutral,HUGE,,false,,22,,19,29,346,21,12,210,21к12+210,30,21,30,21,22,27,23,,23,23,50000,,7,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21298,erinyes,Эриния,Erinyes,lawful_evil,MEDIUM,,false,,18,,7,17,178,21,8,84,21к8+84,18,16,18,14,14,18,16,120,12,12,8400,,4,,,,,,
21299,ettercap,Эттеркап,Ettercap,neutral_evil,MEDIUM,,false,,13,,2,12,44,8,8,8,8к8+8,14,15,13,7,12,8,13,,2,2,450,,2,,,,,,
21300,ettin,Эттин,Ettin,chaotic_evil,LARGE,,false,,12,,-1,9,85,10,10,30,10к10+30,21,8,17,6,10,8,14,,4,4,1100,,2,,,,,,
21301,faerie-dragon-adult,Взрослый волшебный дракончик,Faerie Dragon Adult,chaotic_good,TINY,,false,,15,,5,15,35,10,4,10,10к4+10,3,20,13,14,12,16,13,60,2,2,450,,2,,,,,,
21302,faerie-dragon-youth,Молодой волшебный дракончик,Faerie Dragon Youth,chaotic_good,TINY,,false,,13,,3,13,21,6,4,6,6к4+6,3,16,12,12,12,14,13,60,1,1,200,,2,,,,,,
21303,fiend-cultist,Последователь культа исчадий,Fiend Cultist,neutral_evil,MEDIUM,SMALL,false,,16,,5,15,127,17,8,51,17к8+51,19,15,16,12,18,10,17,,8,8,3900,,3,,,,,,
21304,fire-elemental,Огненный элементаль,Fire Elemental,neutral,LARGE,,false,,13,,3,13,93,11,10,33,11к10+33,10,17,16,6,10,7,10,,5,5,1800,,3,,,,,,
21305,fire-giant,Огненный великан,Fire Giant,lawful_evil,HUGE,,false,,18,,3,13,162,13,12,78,13к12+78,25,9,23,10,14,13,16,,9,9,5000,,4,,,,,,
21306,flameskull,Пылающий череп,Flameskull,neutral_evil,TINY,,false,,13,,3,13,40,9,4,18,9к4+18,1,17,14,16,10,11,12,,4,4,1100,,2,,,,,,
21307,flaming-skeleton,Пылающий скелет,Flaming Skeleton,lawful_evil,MEDIUM,,false,,15,,2,12,65,10,8,20,10к8+20,10,14,15,10,15,8,12,,3,3,700,,2,,,,,,
21308,flesh-golem,Мясной голем,Flesh Golem,neutral,MEDIUM,,false,,9,,-1,9,127,15,8,60,15к8+60,19,9,18,6,10,5,10,,5,5,1800,,3,,,,,,
21309,flumph,Фламф,Flumph,lawful_good,SMALL,,false,,12,,2,12,7,2,6,0,2к6,6,15,10,14,14,11,12,60,1/8,0.125,25,,2,,,,,,
21310,flying-snake,Летающая змея,Flying Snake,unaligned,TINY,,false,,14,,2,12,5,2,4,0,2к4,4,15,11,2,12,5,11,,1/8,0.125,25,,2,,,,,,
21311,fomorian,Фомор,Fomorian,chaotic_evil,HUGE,,false,,14,,0,10,172,15,12,75,15к12+75,23,10,20,9,14,6,18,,8,8,3900,,3,,,,,,
21313,frost-giant,Ледяной великан,Frost Giant,neutral_evil,HUGE,,false,,15,,2,12,149,13,12,65,13к12+65,23,9,21,9,10,12,13,,8,8,3900,,3,,,,,,
21314,galeb-duhr,Галеб дур,Galeb Duhr,neutral,MEDIUM,,false,,16,,2,12,123,13,8,65,13к8+65,20,14,20,11,12,11,11,,6,6,2300,,3,,,,,,
21315,gargoyle,Гаргулья,Gargoyle,chaotic_evil,MEDIUM,,false,,15,,2,12,67,9,8,27,9к8+27,15,11,16,6,11,7,10,,2,2,450,,2,,,,,,
21316,gas-spore-fungus,Газовая спора-гриб,Gas Spore Fungus,unaligned,LARGE,,false,,8,,-5,5,13,9,10,-36,9к10-36,5,1,3,1,1,1,5,,1/2,0.5,100,,2,,,,,,
21317,gelatinous-cube,Студенистый куб,Gelatinous Cube,unaligned,LARGE,,false,,6,,-4,6,63,6,10,30,6к10+30,14,3,20,1,6,1,8,,2,2,450,,2,,,,,,
21318,ghast-gravecaller,"Вурдалак, могильный призыватель",Ghast Gravecaller,chaotic_evil,MEDIUM,,false,,16,,3,13,97,15,8,30,15к8+30,16,17,14,18,14,8,12,,6,6,2300,,3,,,,,,
21319,ghast,Вурдалак,Ghast,chaotic_evil,MEDIUM,,false,,13,,3,13,36,8,8,0,8к8,16,17,10,11,10,8,10,,2,2,450,,2,,,,,,
21320,ghost,Привидение,Ghost,neutral,MEDIUM,,false,,11,,1,11,45,10,8,0,10к8,7,13,10,10,12,17,11,,4,4,1100,,2,,,,,,
21321,ghoul,Упырь,Ghoul,chaotic_evil,MEDIUM,,false,,12,,2,12,22,5,8,0,5к8,13,15,10,7,10,6,10,,1,1,200,,2,,,,,,
21322,giant-ape,Гигантская человекообразная обезьяна,Giant Ape,unaligned,HUGE,,false,,12,,5,15,168,16,12,64,16к12+64,23,14,18,5,12,7,14,,7,7,2900,,3,,,,,,
21323,giant-axe-beak,Гигантский топороклюв,Giant Axe Beak,unaligned,HUGE,,false,,15,,5,15,84,8,12,32,8к12+32,21,14,19,3,12,5,14,,5,5,1800,,3,,,,,,
21325,giant-bat,Гигантская летучая мышь,Giant Bat,unaligned,LARGE,,false,,13,,3,13,22,4,10,0,4к10,15,16,11,2,12,6,11,,1/4,0.25,50,,2,,,,,,
21326,giant-boar,Гигантский кабан,Giant Boar,unaligned,LARGE,,false,,13,,0,10,42,5,10,15,5к10+15,17,10,16,2,7,5,8,,2,2,450,,2,,,,,,
21327,giant-centipede,Гигантская многоножка,Giant Centipede,unaligned,SMALL,,false,,14,,2,12,9,2,6,2,2к6+2,5,14,12,1,7,3,8,,1/4,0.25,50,,2,,,,,,
21328,giant-constrictor-snake,Гигантский удав,Giant Constrictor Snake,unaligned,HUGE,,false,,12,,2,12,60,8,12,8,8к12+8,19,14,12,1,10,3,12,,2,2,450,,2,,,,,,
21329,giant-crab,Гигантский краб,Giant Crab,unaligned,MEDIUM,,false,,15,,1,11,13,3,8,0,3к8,13,13,11,1,9,3,9,,1/8,0.125,25,,2,,,,,,
21330,giant-crocodile,Гигантский крокодил,Giant Crocodile,unaligned,HUGE,,false,,14,,-1,9,85,9,12,27,9к12+27,21,9,17,2,10,7,10,,5,5,1800,,3,,,,,,
21331,giant-eagle,Гигантский орёл,Giant Eagle,neutral_good,LARGE,,false,,13,,3,13,26,4,10,4,4к10+4,16,17,13,8,14,10,16,,1,1,200,,2,,,,,,
21332,giant-elk,Гигантский лось,Giant Elk,neutral_good,HUGE,,false,,14,,6,16,42,5,12,10,5к12+10,19,18,14,7,14,10,14,,2,2,450,,2,,,,,,
21333,giant-fire-beetle,Гигантский огненный жук,Giant Fire Beetle,unaligned,SMALL,,false,,13,,0,10,4,1,6,1,1к6+1,8,10,12,1,7,3,8,,0,0,10,,2,,,,,,
21334,giant-frog,Гигантская лягушка,Giant Frog,unaligned,MEDIUM,,false,,11,,1,11,18,4,8,0,4к8,12,13,11,2,10,3,12,,1/4,0.25,50,,2,,,,,,
21335,giant-goat,Гигантский козел,Giant Goat,unaligned,LARGE,,false,,11,,1,11,19,3,10,3,3к10+3,17,13,12,3,12,6,13,,1/2,0.5,100,,2,,,,,,
21336,giant-hyena,Гигантская гиена,Giant Hyena,unaligned,LARGE,,false,,12,,2,12,45,6,10,12,6к10+12,16,14,14,2,12,7,13,,1,1,200,,2,,,,,,
21337,giant-lizard,Гигантская ящерица,Giant Lizard,unaligned,LARGE,,false,,12,,1,11,19,3,10,3,3к10+3,15,12,13,2,10,5,10,,1/4,0.25,50,,2,,,,,,
21338,giant-octopus,Гигантский осьминог,Giant Octopus,unaligned,LARGE,,false,,11,,1,11,45,7,10,7,7к10+7,17,13,13,5,10,4,14,,1,1,200,,2,,,,,,
21339,giant-owl,Гигантская сова,Giant Owl,neutral,LARGE,,false,,12,,2,12,19,3,10,3,3к10+3,13,15,12,10,14,10,16,,1/4,0.25,50,,2,,,,,,
21340,giant-rat,Гигантская крыса,Giant Rat,unaligned,SMALL,,false,,13,,3,13,7,2,6,0,2к6,7,16,11,2,10,4,12,,1/8,0.125,25,,2,,,,,,
21341,giant-scorpion,Гигантский скорпион,Giant Scorpion,unaligned,LARGE,,false,,15,,1,11,52,7,10,14,7к10+14,16,13,15,1,9,3,9,,3,3,700,,2,,,,,,
21342,giant-seahorse,Гигантский морской конёк,Giant Seahorse,unaligned,LARGE,,false,,14,,1,11,16,3,10,0,3к10,15,12,11,2,12,5,11,,1/2,0.5,100,,2,,,,,,
21343,giant-shark,Гигантская акула,Giant Shark,unaligned,HUGE,,false,,13,,3,13,92,8,12,40,8к12+40,23,11,21,1,10,5,13,,5,5,1800,,3,,,,,,
21344,giant-spider,Гигантский паук,Giant Spider,unaligned,LARGE,,false,,14,,3,13,26,4,10,4,4к10+4,14,16,12,2,11,4,14,,1,1,200,,2,,,,,,
21345,giant-squid,Гигантский кальмар,Giant Squid,unaligned,HUGE,,false,,12,,2,12,120,16,12,16,16к12+16,23,14,12,5,11,4,16,,6,6,2300,,3,,,,,,
21346,giant-toad,Гигантская жаба,Giant Toad,unaligned,LARGE,,false,,11,,1,11,39,6,10,6,6к10+6,15,13,13,2,10,3,10,,1,1,200,,2,,,,,,
21347,giant-venomous-snake,Гигантская ядовитая змея,Giant Venomous Snake,unaligned,MEDIUM,,false,,14,,4,14,11,2,8,2,2к8+2,10,18,13,2,10,3,12,,1/4,0.25,50,,2,,,,,,
21348,giant-vulture,Гигантский гриф,Giant Vulture,neutral_evil,LARGE,,false,,10,,0,10,25,3,10,9,3к10+9,15,10,16,6,12,7,13,,1,1,200,,2,,,,,,
21349,giant-wasp,Гигантская оса,Giant Wasp,unaligned,MEDIUM,,false,,13,,2,12,22,5,8,0,5к8,10,14,10,1,10,3,10,,1/2,0.5,100,,2,,,,,,
21350,giant-weasel,Гигантская куница,Giant Weasel,unaligned,MEDIUM,,false,,13,,3,13,9,2,8,0,2к8,11,17,10,4,12,5,13,,1/8,0.125,25,,2,,,,,,
21351,giant-wolf-spider,Гигантский паук-волк,Giant Wolf Spider,unaligned,MEDIUM,,false,,13,,3,13,11,2,8,2,2к8+2,12,16,13,3,12,4,13,,1/4,0.25,50,,2,,,,,,
21352,gibbering-mouther,Бормочущий ротовик,Gibbering Mouther,chaotic_neutral,MEDIUM,,false,,9,,-1,9,52,7,8,21,7к8+21,10,8,16,3,10,6,10,,2,2,450,,2,,,,,,
21353,githyanki-dracomancer,Гитьянки-дракономант,Githyanki Dracomancer,lawful_evil,MEDIUM,,false,,18,,8,18,255,30,8,120,30к8+120,10,16,18,20,16,18,18,,16,16,15000,,5,,,,,,
21354,githyanki-knight,Гитьянки-рыцарь,Githyanki Knight,lawful_evil,MEDIUM,,false,,18,,5,15,117,18,8,36,18к8+36,16,14,15,14,14,15,12,,8,8,3900,,3,,,,,,
21355,githyanki-warrior,Гитьянки-воитель,Githyanki Warrior,lawful_evil,MEDIUM,,false,,17,,4,14,49,9,8,9,9к8+9,15,14,12,13,13,10,11,,3,3,700,,2,,,,,,
21356,githzerai-monk,Гитцерай монах,Githzerai Monk,lawful_neutral,MEDIUM,,false,,14,,4,14,38,7,8,7,7к8+7,12,15,12,13,14,10,14,,2,2,450,,2,,,,,,
21357,githzerai-psion,Гитцерай псион,Githzerai Psion,lawful_neutral,MEDIUM,,false,,18,,8,18,169,26,8,52,26к8+52,12,18,15,19,18,14,18,,12,12,8400,,4,,,,,,
21358,githzerai-zerth,Гитцерай зерт,Githzerai Zerth,lawful_neutral,MEDIUM,,false,,17,,7,17,84,13,8,26,13к8+26,13,18,15,16,17,12,16,,6,6,2300,,3,,,,,,
21359,glabrezu,Глабрезу,Glabrezu,chaotic_evil,LARGE,,false,,17,,6,16,189,18,10,90,18к10+90,20,15,21,19,17,16,17,120,9,9,5000,,4,,,,,,
21360,gladiator,Гладиатор,Gladiator,neutral,MEDIUM,SMALL,false,,16,,5,15,112,15,8,45,15к8+45,18,15,16,10,12,15,11,,5,5,1800,,3,,,,,,
21361,gnoll-demoniac,Одержимый гнолл,Gnoll Demoniac,chaotic_evil,MEDIUM,,false,,16,,4,14,135,18,8,54,18к8+54,16,12,17,14,15,17,15,,8,8,3900,,3,,,,,,
21362,gnoll-fang-of-yeenoghu,"Гнолл, клык Йеногу",Gnoll Fang of Yeenoghu,chaotic_evil,MEDIUM,,false,,14,,4,14,71,11,8,22,11к8+22,17,15,15,10,11,13,10,,4,4,1100,,2,,,,,,
21363,gnoll-pack-lord,Вожак стаи гноллов,Gnoll Pack Lord,chaotic_evil,MEDIUM,,false,,15,,4,14,49,9,8,9,9к8+9,16,14,13,8,11,9,10,,2,2,450,,2,,,,,,
21364,gnoll-warrior,Гнолл-воитель,Gnoll Warrior,chaotic_evil,MEDIUM,,false,,15,,1,11,27,6,8,0,6к8,14,12,11,6,10,7,10,,1/2,0.5,100,,2,,,,,,
21365,goat,Козёл,Goat,unaligned,MEDIUM,,false,,10,,0,10,4,1,8,0,1к8,11,10,11,2,10,5,12,,0,0,10,,2,,,,,,
21366,goblin-boss,Босс гоблинов,Goblin Boss,chaotic_neutral,SMALL,,false,,17,,2,12,21,6,6,0,6к6,10,15,10,10,8,10,9,,1,1,200,,2,,,,,,
21367,goblin-hexer,Гоблин-проклинатель,Goblin Hexer,chaotic_neutral,SMALL,,false,,13,,3,13,45,10,6,10,10к6+10,8,16,12,16,10,10,10,,3,3,700,,2,,,,,,
21368,goblin-minion,Гоблин-приспешник,Goblin Minion,chaotic_neutral,SMALL,,false,,12,,2,12,7,2,6,0,2к6,8,15,10,10,8,8,9,,1/8,0.125,25,,2,,,,,,
21369,goblin-warrior,Гоблин-воитель,Goblin Warrior,chaotic_neutral,SMALL,,false,,15,,2,12,10,3,6,0,3к6,8,15,10,10,8,8,9,,1/4,0.25,50,,2,,,,,,
21370,gold-dragon-wyrmling,Вирмлинг золотого дракона,Gold Dragon Wyrmling,lawful_good,MEDIUM,,false,,17,,4,14,60,8,8,24,8к8+24,19,14,17,14,11,16,14,,3,3,700,,2,,,,,,
21371,gorgon,Горгона,Gorgon,unaligned,LARGE,,false,,19,,0,10,114,12,10,48,12к10+48,20,11,18,2,12,7,17,,5,5,1800,,3,,,,,,
21372,goristro,Гористро,Goristro,chaotic_evil,HUGE,,false,,19,,6,16,310,23,12,161,23к12+161,25,11,25,6,13,14,17,,17,17,18000,,6,,,,,,
21373,graveyard-revenant,Кладбищенский ревенант,Graveyard Revenant,neutral,HUGE,,false,,14,,2,12,161,14,12,70,14к12+70,20,14,20,13,16,18,13,,7,7,2900,,3,,,,,,
21374,gray-ooze,Серая слизь,Gray Ooze,unaligned,MEDIUM,,false,,9,,-2,8,22,3,8,9,3к8+9,12,6,16,1,6,2,8,,1/2,0.5,100,,2,,,,,,
21375,gray-slaad,Серый слаад,Gray Slaad,chaotic_neutral,MEDIUM,,false,,18,,7,17,150,20,8,60,20к8+60,19,17,16,13,8,18,17,60,9,9,5000,,4,,,,,,
21376,green-dragon-wyrmling,Вирмлинг зеленого дракона,Green Dragon Wyrmling,lawful_evil,MEDIUM,,false,,17,,3,13,38,7,8,7,7к8+7,15,12,13,14,11,13,14,,2,2,450,,2,,,,,,
21377,green-hag,Зелёная карга,Green Hag,neutral_evil,MEDIUM,,false,,17,,1,11,82,11,8,33,11к8+33,18,12,16,13,14,14,14,,3,3,700,,2,,,,,,
21378,green-slaad,Зеленый слаад,Green Slaad,chaotic_neutral,LARGE,,false,,16,,5,15,144,17,10,51,17к10+51,16,15,16,11,8,18,12,60,8,8,3900,,3,,,,,,
21379,grell,Грелл,Grell,neutral_evil,MEDIUM,,false,,12,,6,16,55,10,8,10,10к8+10,15,14,13,12,11,9,14,,3,3,700,,2,,,,,,
21380,grick-ancient,Древний грик,Grick Ancient,unaligned,LARGE,,false,,18,,3,13,135,18,10,36,18к10+36,18,16,15,4,14,9,12,,7,7,2900,,3,,,,,,
21381,grick,Грик,Grick,unaligned,MEDIUM,,false,,14,,2,12,54,12,8,0,12к8,14,14,11,3,14,5,12,,2,2,450,,2,,,,,,
21382,griffon,Грифон,Griffon,unaligned,LARGE,,false,,12,,2,12,59,7,10,21,7к10+21,18,15,16,2,13,8,15,,2,2,450,,2,,,,,,
21383,grimlock,Гримлок,Grimlock,neutral_evil,MEDIUM,,false,,11,,1,11,11,2,8,2,2к8+2,16,12,12,9,8,6,13,,1/4,0.25,50,,2,,,,,,
21384,guard-captain,Капитан стражи,Guard Captain,neutral,MEDIUM,SMALL,false,,18,,4,14,75,10,8,30,10к8+30,18,14,16,12,14,13,14,,4,4,1100,,2,,,,,,
21385,guard,Страж,Guard,neutral,MEDIUM,SMALL,false,,16,,1,11,11,2,8,2,2к8+2,13,12,12,10,11,10,12,,1/8,0.125,25,,2,,,,,,
21386,guardian-naga,Охранная нага,Guardian Naga,lawful_good,LARGE,,false,,18,,4,14,136,16,10,48,16к10+48,19,18,16,16,19,18,14,,10,10,5900,,4,,,,,,
21387,gulthias-blight,Галтиасская зараза,Gulthias Blight,neutral_evil,GARGANTUAN,,false,,20,,5,15,264,16,20,96,16к20+96,25,10,22,10,18,12,19,,16,16,15000,,5,,,,,,
21388,half-dragon,Полудракон,Half-Dragon,neutral,MEDIUM,,false,,18,,5,15,105,14,8,42,14к8+42,19,14,16,10,15,14,15,,5,5,1800,,3,,,,,,
21389,harpy,Гарпия,Harpy,chaotic_evil,MEDIUM,,false,,11,,1,11,38,7,8,7,7к8+7,12,13,12,7,10,13,10,,1,1,200,,2,,,,,,
21390,haunting-revenant,Одержимый ревенант,Haunting Revenant,neutral,GARGANTUAN,,false,,20,,5,15,203,14,20,56,14к20+56,20,12,18,16,18,20,14,,10,10,5900,,4,,,,,,
21391,hawk,Ястреб,Hawk,unaligned,TINY,,false,,13,,3,13,1,1,4,-1,1к4-1,5,16,8,2,14,6,16,,0,0,10,,2,,,,,,
21392,hell-hound,Адская гончая,Hell Hound,lawful_evil,MEDIUM,,false,,15,,1,11,58,9,8,18,9к8+18,17,12,14,6,13,6,15,,3,3,700,,2,,,,,,
21393,helmed-horror,Шлемоносный ужас,Helmed Horror,neutral,MEDIUM,,false,,20,,3,13,67,9,8,27,9к8+27,18,13,16,10,10,10,14,,4,4,1100,,2,,,,,,
21394,hezrou,Хезроу,Hezrou,chaotic_evil,LARGE,,false,,18,,6,16,157,15,10,75,15к10+75,19,17,20,5,12,13,11,120,8,8,3900,,3,,,,,,
21395,hill-giant,Холмовой великан,Hill Giant,chaotic_evil,HUGE,,false,,13,,2,12,105,10,12,40,10к12+40,21,8,19,5,9,6,12,,5,5,1800,,3,,,,,,
21396,hippogriff,Гиппогриф,Hippogriff,unaligned,LARGE,,false,,11,,1,11,26,4,10,4,4к10+4,17,13,13,2,12,8,15,,1,1,200,,2,,,,,,
21397,hippopotamus,Гиппопотам,Hippopotamus,unaligned,LARGE,,false,,14,,-2,8,82,11,10,22,11к10+22,21,7,15,2,12,4,13,,4,4,1100,,2,,,,,,
21398,hobgoblin-captain,Капитан хобгоблинов,Hobgoblin Captain,lawful_evil,MEDIUM,,false,,17,,4,14,58,9,8,18,9к8+18,15,14,14,12,10,13,10,,3,3,700,,2,,,,,,
21399,hobgoblin-warlord,Военачальник хобгоблинов,Hobgoblin Warlord,lawful_evil,MEDIUM,,false,,20,,5,15,112,15,8,45,15к8+45,17,14,16,14,11,15,10,,6,6,2300,,3,,,,,,
21400,hobgoblin-warrior,Хобгоблин воин,Hobgoblin Warrior,lawful_evil,MEDIUM,,false,,18,,3,13,11,2,8,2,2к8+2,13,12,12,10,10,9,10,,1/2,0.5,100,,2,,,,,,
21401,homunculus,Гомункул,Homunculus,neutral,TINY,,false,,13,,2,12,4,1,4,2,1к4+2,4,15,14,10,10,7,10,,0,0,10,,2,,,,,,
21402,hook-horror,Крюкастый ужас,Hook Horror,neutral,LARGE,,false,,15,,0,10,75,10,10,20,10к10+20,18,10,15,6,12,7,15,,3,3,700,,2,,,,,,
21403,horned-devil,Рогатый дьявол (Мальбранш),Horned Devil,lawful_evil,LARGE,,false,,18,,7,17,199,19,10,95,19к10+95,22,17,21,12,16,18,13,120,11,11,7200,,4,,,,,,
21404,hunter-shark,Охотничья акула,Hunter Shark,unaligned,LARGE,,false,,12,,2,12,45,6,10,12,6к10+12,18,14,15,1,10,4,12,,2,2,450,,2,,,,,,
